epoch,train_huber_loss,val_huber_loss,val_mae_solidVolume,val_rmse_solidVolume,val_r2_solidVolume,val_mae_surfaceVolume,val_rmse_surfaceVolume,val_r2_surfaceVolume,val_mae_supportSurfaceArea,val_rmse_supportSurfaceArea,val_r2_supportSurfaceArea,val_mae_aligned_dim_x,val_rmse_aligned_dim_x,val_r2_aligned_dim_x,val_mae_aligned_dim_y,val_rmse_aligned_dim_y,val_r2_aligned_dim_y,val_mae_aligned_dim_z,val_rmse_aligned_dim_z,val_r2_aligned_dim_z,lr,epoch_time_s
95,0.045942,0.039276,0.02295293,0.05599863,0.93866092,0.00548932,0.01223292,0.94064317,0.02042849,0.04139846,0.69452109,0.08322071,0.13688199,0.93319864,0.04475603,0.07298340,0.97196702,0.08112308,0.14114243,0.86644688,1.66e-04,39.90
96,0.044950,0.044061,0.02313093,0.05662411,0.93728300,0.00609746,0.01338922,0.92889161,0.02333305,0.04886235,0.57443923,0.08543807,0.14223598,0.92787071,0.05713687,0.09190809,0.95554418,0.07117402,0.12175814,0.90061180,1.64e-04,39.81
97,0.043138,0.043171,0.02425601,0.05983635,0.92996539,0.00607104,0.01362064,0.92641228,0.02102921,0.04270578,0.67492312,0.09711496,0.15743753,0.91162911,0.05361673,0.08902695,0.95828770,0.08522383,0.14766303,0.85382189,1.62e-04,39.91
98,0.045611,0.041153,0.02716247,0.06376269,0.92047278,0.00561089,0.01256452,0.93738160,0.02050395,0.04216544,0.68309723,0.08599108,0.14116007,0.92895780,0.04625653,0.07946685,0.96676519,0.07933974,0.13696338,0.87423847,1.60e-04,39.88
99,0.043591,0.042021,0.02498053,0.06191935,0.92500449,0.00692751,0.01569221,0.90232607,0.01955396,0.04047787,0.70795607,0.08172415,0.13700749,0.93307608,0.05292368,0.08705179,0.96011804,0.07653447,0.13466604,0.87842198,1.57e-04,39.87
100,0.043234,0.038914,0.02558121,0.06113271,0.92689791,0.00547891,0.01175818,0.94516090,0.02100274,0.04277406,0.67388281,0.07818581,0.13005091,0.93969969,0.04778924,0.07852350,0.96754957,0.07668114,0.13325131,0.88096305,1.55e-04,39.91
101,0.041662,0.043303,0.02611991,0.06378814,0.92040930,0.00714151,0.01617790,0.89618636,0.02012530,0.03913853,0.72696277,0.08909641,0.14884393,0.92101312,0.06115627,0.09730400,0.95017095,0.07365168,0.12851501,0.88927479,1.53e-04,39.93
102,0.041201,0.040110,0.02268827,0.05764923,0.93499160,0.00670498,0.01532998,0.90678335,0.01992244,0.04090926,0.70169800,0.07928891,0.13101143,0.93880569,0.05263711,0.08776503,0.95946182,0.07764062,0.12213227,0.90000006,1.50e-04,39.90
103,0.041449,0.042252,0.02655481,0.06528775,0.91662308,0.00622818,0.01404212,0.92178756,0.02103700,0.04350459,0.66264825,0.09069557,0.14920212,0.92063250,0.04654287,0.08314498,0.96361745,0.07328746,0.12891921,0.88857719,1.48e-04,39.95
104,0.041805,0.044582,0.03026952,0.07037894,0.90311245,0.00691108,0.01570432,0.90217533,0.02126014,0.04374037,0.65898159,0.08407723,0.14314938,0.92694136,0.06286611,0.09725005,0.95022619,0.07207697,0.12534076,0.89467693,1.46e-04,39.89
105,0.041815,0.041849,0.02327898,0.05710742,0.93620782,0.00643540,0.01439533,0.91780347,0.02114241,0.04459263,0.64556303,0.07674303,0.12820518,0.94139916,0.05650330,0.09101839,0.95640070,0.07255034,0.12846170,0.88936661,1.44e-04,39.90
106,0.041846,0.043212,0.02349713,0.05778858,0.93467694,0.00652826,0.01466565,0.91468741,0.02063058,0.04331717,0.66554863,0.10093618,0.17306833,0.89321065,0.05622379,0.09322934,0.95425682,0.07481622,0.12396676,0.89697340,1.41e-04,39.91
107,0.042829,0.047056,0.02990202,0.06896796,0.90695840,0.00723878,0.01567072,0.90259341,0.02217421,0.04653749,0.61397203,0.08452695,0.14038126,0.92973954,0.05631287,0.08576750,0.96128612,0.08089715,0.13560748,0.87671616,1.39e-04,39.88
108,0.041602,0.045010,0.02839321,0.06658218,0.91328414,0.00742317,0.01681051,0.88790861,0.02054276,0.04158240,0.69180050,0.08065316,0.13610530,0.93395457,0.05077643,0.08702218,0.96014516,0.08406879,0.14329857,0.86233532,1.37e-04,39.88
109,0.043048,0.040771,0.02968060,0.06966832,0.90505917,0.00597394,0.01383603,0.92406652,0.01969808,0.03949789,0.72192589,0.07900009,0.13649672,0.93357415,0.05710596,0.09525574,0.95224669,0.07734699,0.13200961,0.88317119,1.35e-04,39.92
110,0.041087,0.043235,0.02631346,0.06224971,0.92420210,0.00675184,0.01423356,0.91964044,0.02076081,0.04340053,0.66426014,0.09739004,0.15425830,0.91516213,0.05306150,0.09006821,0.95730625,0.07790324,0.13023904,0.88628409,1.32e-04,40.03
111,0.039914,0.036667,0.02394810,0.05630774,0.93798188,0.00554194,0.01142604,0.94821528,0.02001340,0.04230125,0.68105242,0.07378265,0.12831171,0.94130173,0.04914109,0.08545312,0.96156942,0.06920478,0.12199715,0.90022121,1.30e-04,40.07
112,0.038835,0.043135,0.02992689,0.06747910,0.91093213,0.00662280,0.01458187,0.91565943,0.02021971,0.04176741,0.68905195,0.09114318,0.14870653,0.92115888,0.05264081,0.08101253,0.96545974,0.08121595,0.13565272,0.87663390,1.28e-04,40.05
113,0.039688,0.050965,0.03469780,0.07732049,0.88305767,0.00931870,0.02003555,0.84077438,0.01997511,0.04294377,0.67128986,0.09196022,0.15328112,0.91623356,0.05237985,0.11484907,0.93058135,0.07523853,0.12864920,0.88904342,1.26e-04,40.13
114,0.038494,0.038463,0.02474826,0.05969963,0.93028508,0.00646894,0.01461485,0.91527746,0.01973037,0.04010756,0.71327509,0.08165933,0.13616462,0.93389698,0.04733154,0.08036113,0.96601297,0.07007232,0.12223627,0.89982970,1.23e-04,39.91
115,0.037619,0.040932,0.02288103,0.05690318,0.93666329,0.00591621,0.01343700,0.92838318,0.02213017,0.04475344,0.64300202,0.07841642,0.13191247,0.93796105,0.05512984,0.08986659,0.95749719,0.07078460,0.12209388,0.90006293,1.21e-04,39.91
116,0.038399,0.037715,0.02229061,0.05691998,0.93662588,0.00550594,0.01229723,0.94001742,0.02010273,0.04174744,0.68934919,0.07625835,0.12893172,0.94073309,0.04445305,0.07929096,0.96691216,0.07585104,0.13163061,0.88384105,1.19e-04,39.89
117,0.036883,0.041356,0.03021662,0.06977567,0.90476634,0.00628114,0.01430185,0.91886752,0.01951689,0.04086727,0.70231007,0.09462721,0.15549000,0.91380192,0.04975022,0.07875851,0.96735504,0.07168911,0.12717503,0.89157172,1.17e-04,39.85
118,0.037382,0.038319,0.02233140,0.05735845,0.93564574,0.00570378,0.01328388,0.93000615,0.02001601,0.04154303,0.69238380,0.07631999,0.13336672,0.93658564,0.05227167,0.08458476,0.96234649,0.06895687,0.12465923,0.89581919,1.15e-04,39.93
119,0.039103,0.042011,0.02580076,0.06297419,0.92242752,0.00637708,0.01490843,0.91183944,0.01984154,0.04252418,0.67768182,0.07805103,0.12799118,0.94159463,0.05854675,0.09500291,0.95249985,0.07854742,0.13717720,0.87384551,1.12e-04,39.91
120,0.036970,0.040716,0.02326151,0.05779697,0.93465798,0.00662121,0.01456892,0.91580917,0.02020396,0.04363053,0.66069218,0.07780311,0.13189799,0.93797468,0.04983835,0.07945835,0.96677230,0.07385118,0.13206679,0.88306995,1.10e-04,39.88
121,0.036618,0.039002,0.02338725,0.05730965,0.93575520,0.00631484,0.01368965,0.92566472,0.02005400,0.04251741,0.67778457,0.07177248,0.12222124,0.94674185,0.05540306,0.08720912,0.95997374,0.07065841,0.12421620,0.89655838,1.08e-04,39.90
122,0.037382,0.043312,0.02830919,0.06822985,0.90893924,0.00744918,0.01732314,0.88096802,0.01970542,0.04158178,0.69180967,0.08294041,0.14189583,0.92821528,0.04261467,0.07394229,0.97122556,0.07293654,0.12834130,0.88957390,1.06e-04,39.91
123,0.036971,0.041549,0.02483728,0.06223147,0.92424652,0.00611629,0.01402987,0.92192401,0.02086729,0.04539860,0.63263496,0.08307049,0.14079081,0.92932900,0.05295358,0.08821984,0.95904058,0.06924531,0.12343776,0.89785081,1.04e-04,39.92
124,0.037294,0.038861,0.02531567,0.06181386,0.92525981,0.00575553,0.01309560,0.93197619,0.01996382,0.04106227,0.69946249,0.07903679,0.13287106,0.93705612,0.05184077,0.08413424,0.96274654,0.07311761,0.12701166,0.89185014,1.02e-04,39.96
125,0.036411,0.042330,0.02963298,0.06950365,0.90550743,0.00752642,0.01659935,0.89070696,0.01920085,0.03855086,0.73510058,0.09023435,0.14873742,0.92112613,0.05879751,0.09404793,0.95345000,0.06799894,0.11611809,0.90960620,9.95e-05,39.87
126,0.038115,0.038888,0.02313195,0.05728032,0.93582094,0.00554808,0.01322183,0.93065850,0.02112633,0.04277162,0.67391992,0.08351050,0.14194040,0.92817018,0.04400246,0.07433107,0.97092217,0.07043700,0.12338533,0.89793757,9.74e-05,39.85
127,0.035776,0.040007,0.02578335,0.06268295,0.92314339,0.00595055,0.01322848,0.93058872,0.02053000,0.04151208,0.69284203,0.08070177,0.13235739,0.93754186,0.03801262,0.06355203,0.97874408,0.08287357,0.14263143,0.86361415,9.53e-05,39.89
128,0.035371,0.036136,0.02617243,0.06325461,0.92173515,0.00538736,0.01223075,0.94066428,0.01928157,0.03892488,0.72993548,0.07811361,0.12789011,0.94168683,0.05014097,0.08208796,0.96453663,0.06884254,0.12058803,0.90251289,9.33e-05,39.92
129,0.034168,0.037371,0.02570895,0.06153699,0.92592785,0.00523393,0.01144715,0.94802371,0.01950375,0.04100462,0.70030576,0.07892027,0.13227277,0.93762170,0.04057107,0.06989487,0.97428942,0.07174073,0.13067852,0.88551536,9.12e-05,39.93
130,0.034407,0.041163,0.02515144,0.06252517,0.92352980,0.00609663,0.01385838,0.92382096,0.02006157,0.04213732,0.68351967,0.09157594,0.14677261,0.92319619,0.05878307,0.09037036,0.95701932,0.07013181,0.12252799,0.89935099,8.92e-05,39.90
131,0.036095,0.044833,0.02949151,0.06853013,0.90813594,0.00689825,0.01524532,0.90781011,0.02102999,0.04377474,0.65844548,0.08811571,0.15012984,0.91964244,0.05847804,0.08772693,0.95949702,0.07775601,0.13768131,0.87291661,8.72e-05,39.94
132,0.033885,0.039197,0.02635198,0.06501460,0.91731928,0.00664455,0.01542576,0.90561487,0.01908073,0.03926031,0.72526100,0.07880712,0.13083780,0.93896778,0.04566543,0.07907104,0.96709544,0.06935017,0.12529710,0.89475028,8.51e-05,39.87
133,0.033779,0.038019,0.02344712,0.05887451,0.93219885,0.00536322,0.01229506,0.94003858,0.02046875,0.04229004,0.68122148,0.07788642,0.12975214,0.93997643,0.05217731,0.08436761,0.96253958,0.06859152,0.12335816,0.89798251,8.32e-05,39.89
134,0.034819,0.043524,0.03452755,0.08214860,0.86799730,0.00747295,0.01705409,0.88463683,0.01940991,0.04063666,0.70566033,0.08114336,0.13866216,0.93144982,0.04079102,0.07024873,0.97402843,0.07060424,0.12294342,0.89866734,8.12e-05,39.90
135,0.034128,0.041016,0.02504826,0.06247993,0.92364041,0.00684144,0.01549473,0.90476902,0.02024892,0.04162262,0.69120397,0.08985731,0.14963289,0.92017355,0.04605529,0.07380607,0.97133147,0.07170004,0.12618499,0.89325336,7.92e-05,39.87
136,0.032907,0.038940,0.02450175,0.05825879,0.93360959,0.00531831,0.01206902,0.94222306,0.02091867,0.04360723,0.66105445,0.08597609,0.14082555,0.92929410,0.03786004,0.06680711,0.97651089,0.07135415,0.12884542,0.88870469,7.73e-05,39.95
137,0.033574,0.041003,0.02390657,0.06138073,0.92630355,0.00715204,0.01657715,0.89099909,0.01924287,0.04112215,0.69858522,0.08127326,0.13499160,0.93503100,0.04610391,0.07590657,0.96967646,0.07328984,0.13030292,0.88617251,7.54e-05,39.93
138,0.032882,0.038645,0.02195855,0.05677760,0.93694254,0.00534050,0.01228490,0.94013765,0.02027385,0.04287364,0.67236256,0.08060908,0.13114722,0.93867877,0.06141250,0.08876142,0.95853615,0.07442579,0.12795153,0.89024360,7.35e-05,39.91
139,0.032992,0.038213,0.02711254,0.06537549,0.91639882,0.00582494,0.01344877,0.92825766,0.01935052,0.04027489,0.71087766,0.07143814,0.12289523,0.94615285,0.04903162,0.08619938,0.96089525,0.07156212,0.12802021,0.89012573,7.16e-05,39.88
140,0.032614,0.037755,0.02572615,0.06309254,0.92213567,0.00597148,0.01339893,0.92878847,0.01944196,0.04158312,0.69178980,0.07908322,0.12984875,0.93988703,0.04478965,0.07788464,0.96807545,0.06824312,0.12036614,0.90287131,6.98e-05,39.91
141,0.032385,0.039319,0.02426183,0.05925592,0.93131752,0.00697162,0.01532629,0.90682818,0.01909744,0.04024556,0.71129862,0.08729555,0.14460404,0.92544898,0.05226734,0.08458004,0.96235069,0.06581500,0.12024543,0.90306603,6.79e-05,39.88
142,0.032597,0.036549,0.02368752,0.05782244,0.93460037,0.00553268,0.01265884,0.93643792,0.01957764,0.04049433,0.70771855,0.07338315,0.12303711,0.94602844,0.05520292,0.08743547,0.95976570,0.07018404,0.12217613,0.89992823,6.61e-05,39.92
143,0.033114,0.038634,0.02659704,0.06346582,0.92121161,0.00689075,0.01572620,0.90190247,0.01854524,0.03908258,0.72774290,0.08201551,0.13616152,0.93390000,0.04223030,0.07273447,0.97215792,0.07107250,0.12535253,0.89465714,6.43e-05,39.86
144,0.032886,0.039948,0.02153629,0.05485636,0.94113781,0.00576998,0.01346188,0.92811778,0.02085553,0.04417744,0.65213241,0.07983334,0.13453715,0.93546770,0.05176235,0.08237284,0.96429005,0.06952384,0.12626031,0.89312587,6.26e-05,39.90
145,0.032210,0.042272,0.02841312,0.06872188,0.90762117,0.00678264,0.01562580,0.90315107,0.01959728,0.04316738,0.66785763,0.08449133,0.13846676,0.93164287,0.05269738,0.08221363,0.96442796,0.07299993,0.12901257,0.88841574,6.08e-05,39.89
146,0.031358,0.037769,0.02372381,0.06019274,0.92912865,0.00630620,0.01402151,0.92201700,0.01860471,0.03879342,0.73175660,0.08298467,0.13665290,0.93342206,0.05634198,0.08658347,0.96054599,0.07067962,0.12361731,0.89755342,5.91e-05,39.89
147,0.031102,0.036121,0.02229317,0.05747081,0.93539337,0.00546717,0.01252242,0.93780053,0.01941845,0.04109352,0.69900484,0.07587072,0.12933080,0.94036563,0.05005139,0.07911776,0.96705655,0.06716693,0.11988688,0.90364326,5.74e-05,39.89
148,0.031140,0.036535,0.02644967,0.06313255,0.92203689,0.00589835,0.01355899,0.92707692,0.01869992,0.04026732,0.71098643,0.07567184,0.12970649,0.94001867,0.04234762,0.06927051,0.97474671,0.06696436,0.11952820,0.90421894,5.57e-05,39.88
149,0.032044,0.038656,0.02335286,0.05802437,0.93414278,0.00595203,0.01322224,0.93065412,0.01991096,0.04221507,0.68235072,0.08042710,0.13554004,0.93450202,0.05290458,0.08361065,0.96320877,0.07443444,0.12782586,0.89045911,5.41e-05,39.89
150,0.029828,0.035801,0.02236891,0.05794876,0.93431431,0.00534851,0.01188221,0.94399782,0.01950033,0.04013011,0.71295267,0.08420619,0.13696884,0.93311385,0.04164958,0.06989721,0.97428770,0.07004350,0.12323515,0.89818587,5.25e-05,39.84
151,0.029097,0.040509,0.02803552,0.06792792,0.90974338,0.00670825,0.01511223,0.90941273,0.01923996,0.03882252,0.73135406,0.08317234,0.14009230,0.93002849,0.05961954,0.08981191,0.95754889,0.07273182,0.13123529,0.88453772,5.09e-05,39.93
152,0.030301,0.039204,0.02529060,0.06065258,0.92804167,0.00662516,0.01476007,0.91358543,0.02028574,0.04184905,0.68783514,0.07432918,0.12419465,0.94500813,0.04544097,0.07474124,0.97060037,0.07159818,0.12603883,0.89350050,4.93e-05,39.91
153,0.030244,0.039601,0.02622880,0.06360513,0.92086533,0.00660335,0.01504790,0.91018227,0.01912040,0.03987278,0.71662214,0.08257321,0.13608071,0.93397843,0.04318659,0.07195505,0.97275143,0.07538203,0.13375595,0.88005970,4.78e-05,39.91
154,0.031241,0.036953,0.02193760,0.05639018,0.93780015,0.00539052,0.01188735,0.94394940,0.01962022,0.04220048,0.68257033,0.07798731,0.12967592,0.94004693,0.04831402,0.07531513,0.97014716,0.06822456,0.12198909,0.90023440,4.62e-05,39.91
155,0.029171,0.036083,0.02277148,0.05854008,0.93296694,0.00626284,0.01381295,0.92431966,0.01883044,0.04032993,0.71008687,0.07380212,0.12556824,0.94378498,0.04504314,0.07298964,0.97196223,0.06533568,0.11572894,0.91021107,4.47e-05,39.93
156,0.029523,0.036736,0.02435854,0.06083167,0.92761609,0.00599962,0.01370011,0.92555105,0.01930901,0.04072070,0.70444164,0.07111112,0.11902788,0.94948852,0.04247031,0.07185981,0.97282351,0.06675253,0.12142605,0.90115320,4.33e-05,39.88
157,0.030260,0.039363,0.02768766,0.06597181,0.91486673,0.00662824,0.01463812,0.91500742,0.01989111,0.04184560,0.68788659,0.08360220,0.13361867,0.93634582,0.04612925,0.07497560,0.97041571,0.06609260,0.11713145,0.90802159,4.18e-05,39.95
158,0.029040,0.037154,0.02418350,0.05961579,0.93048075,0.00603893,0.01396123,0.92268610,0.01893129,0.03902705,0.72851601,0.07841800,0.12813409,0.94146413,0.04891562,0.08139398,0.96513371,0.07339656,0.12476421,0.89564364,4.04e-05,39.90
159,0.028763,0.036907,0.02522695,0.06105997,0.92707178,0.00611521,0.01419225,0.92010627,0.01926294,0.04045512,0.70828423,0.07883298,0.13169651,0.93816402,0.03888517,0.06796335,0.97569080,0.06560088,0.11808157,0.90652336,3.90e-05,39.89
160,0.029462,0.034830,0.02480076,0.06053445,0.92832169,0.00553249,0.01218919,0.94106683,0.01866955,0.03992056,0.71594264,0.07414386,0.12119777,0.94763008,0.04308585,0.06833139,0.97542680,0.06680517,0.11878723,0.90540279,3.77e-05,39.91
161,0.029478,0.038006,0.02668703,0.06336029,0.92147341,0.00606166,0.01338437,0.92894316,0.01950828,0.04296986,0.67089023,0.07655095,0.12778886,0.94177913,0.04280189,0.07121435,0.97330953,0.06866401,0.12245047,0.89947831,3.64e-05,39.93
162,0.028498,0.037605,0.02319769,0.05735286,0.93565829,0.00637370,0.01431845,0.91867908,0.01923547,0.04066036,0.70531690,0.08517408,0.14051025,0.92961037,0.04446852,0.07280528,0.97210368,0.07052456,0.12142875,0.90114881,3.51e-05,39.91
163,0.028603,0.037366,0.02385469,0.05921052,0.93142272,0.00633502,0.01420987,0.91990776,0.01955069,0.04143016,0.69405307,0.07633182,0.13026787,0.93949833,0.03993765,0.06640525,0.97679262,0.06782129,0.12194722,0.90030287,3.38e-05,39.93
164,0.028566,0.036440,0.02569645,0.06314474,0.92200677,0.00614779,0.01388817,0.92349320,0.01858342,0.04019584,0.71201155,0.08150399,0.13567299,0.93437347,0.03881524,0.06621399,0.97692612,0.06500023,0.11817034,0.90638276,3.26e-05,39.91
165,0.028743,0.039839,0.02657321,0.06604782,0.91467043,0.00699968,0.01619465,0.89597121,0.01872441,0.04020650,0.71185880,0.08396676,0.13895313,0.93116182,0.05167584,0.08269978,0.96400602,0.06969529,0.12252581,0.89935458,3.14e-05,39.88
166,0.028905,0.036812,0.02412978,0.05893648,0.93205605,0.00617505,0.01378160,0.92466273,0.01902517,0.04084622,0.70261671,0.08056247,0.13391365,0.93606444,0.04290080,0.06881898,0.97507486,0.06611975,0.12054745,0.90257847,3.02e-05,39.88
167,0.028096,0.037056,0.02519542,0.06188004,0.92509969,0.00623208,0.01421127,0.91989192,0.01931848,0.04062843,0.70577950,0.07549998,0.12823506,0.94137185,0.04687233,0.07555447,0.96995713,0.06645229,0.12065107,0.90241092,2.90e-05,39.85
168,0.027482,0.036007,0.02358793,0.05827150,0.93358060,0.00610288,0.01372736,0.92525460,0.01870613,0.04038812,0.70924978,0.07503659,0.12896135,0.94070585,0.04603025,0.07235191,0.97245003,0.06486674,0.12009564,0.90330737,2.79e-05,39.85
169,0.028133,0.036772,0.02206327,0.05726637,0.93585219,0.00599001,0.01358302,0.92681817,0.01915478,0.04063098,0.70574257,0.07610033,0.12572798,0.94364186,0.04780887,0.07837220,0.96767450,0.07012098,0.12698360,0.89189790,2.69e-05,39.91
170,0.027641,0.037847,0.02481605,0.06200686,0.92479237,0.00623199,0.01412380,0.92087510,0.01900714,0.04016780,0.71241311,0.07658311,0.12997331,0.93977165,0.04512606,0.07493557,0.97044730,0.07122374,0.12675443,0.89228772,2.58e-05,39.94
171,0.029034,0.039196,0.02753778,0.06627197,0.91409030,0.00675079,0.01551042,0.90457607,0.01916371,0.04129467,0.69605093,0.07850983,0.12999520,0.93975135,0.04688952,0.07393798,0.97122890,0.06506684,0.11726328,0.90781444,2.48e-05,39.89
172,0.027892,0.035946,0.02397357,0.06111680,0.92693597,0.00624902,0.01429072,0.91899378,0.01862531,0.04022388,0.71160958,0.07422966,0.12553108,0.94381826,0.03977240,0.06597975,0.97708908,0.06659301,0.11825154,0.90625406,2.38e-05,39.88
173,0.026784,0.034980,0.02259615,0.05737230,0.93561466,0.00556610,0.01260141,0.93701333,0.01906463,0.04201439,0.68536358,0.07136711,0.12160464,0.94727786,0.03755351,0.06472000,0.97795561,0.06415518,0.11815355,0.90640936,2.28e-05,39.89
174,0.027214,0.036089,0.02497392,0.06171455,0.92549977,0.00601049,0.01403774,0.92183634,0.01772114,0.03957116,0.72089320,0.07351292,0.12639390,0.94304328,0.05436375,0.08239513,0.96427072,0.06625623,0.11851807,0.90583100,2.19e-05,39.91
175,0.027439,0.039469,0.02629853,0.06404705,0.91976190,0.00718479,0.01605204,0.89779528,0.01862411,0.04029908,0.71053034,0.08649439,0.14624597,0.92374636,0.04758522,0.07668961,0.96904761,0.06784810,0.11995743,0.90352980,2.10e-05,40.15
176,0.027614,0.037242,0.02459538,0.06100336,0.92720693,0.00596937,0.01361450,0.92647863,0.01838874,0.04027380,0.71089342,0.07646998,0.12991221,0.93982824,0.05587019,0.08397304,0.96288915,0.07007719,0.12503220,0.89519485,2.02e-05,40.08
177,0.026299,0.036408,0.02403514,0.06056661,0.92824553,0.00594383,0.01351590,0.92753972,0.01886450,0.04177262,0.68897437,0.07491857,0.12630288,0.94312529,0.04062182,0.06836026,0.97540603,0.06377514,0.11802048,0.90662006,1.94e-05,40.09
178,0.025936,0.034276,0.02241710,0.05659389,0.93734992,0.00564594,0.01265736,0.93645281,0.01875926,0.03989800,0.71626348,0.07679635,0.12737760,0.94215327,0.04194077,0.06922456,0.97478021,0.06426112,0.11280230,0.91469495,1.86e-05,40.03
179,0.027182,0.036597,0.02393286,0.05975096,0.93016514,0.00596896,0.01338490,0.92893749,0.01884666,0.04137100,0.69492631,0.08047448,0.13561067,0.93443373,0.04374016,0.07345256,0.97160544,0.06429135,0.11577306,0.91014259,1.78e-05,39.94
180,0.026574,0.035123,0.02240780,0.05842699,0.93322568,0.00555584,0.01278511,0.93516351,0.01843172,0.03982737,0.71726731,0.08174555,0.13650399,0.93356706,0.03884429,0.06445981,0.97813249,0.06939861,0.12123932,0.90145699,1.71e-05,39.98
181,0.027127,0.037806,0.02643456,0.06231951,0.92403203,0.00658365,0.01476942,0.91347585,0.01902680,0.04009347,0.71347651,0.07909267,0.13296366,0.93696836,0.04042107,0.06826165,0.97547693,0.06847619,0.12181618,0.90051701,1.64e-05,39.93
182,0.027766,0.036908,0.02549580,0.06242784,0.92376770,0.00610160,0.01380233,0.92443601,0.01868890,0.04091363,0.70163424,0.07697429,0.12709105,0.94241324,0.04194535,0.06899302,0.97494862,0.07108326,0.12456361,0.89597894,1.58e-05,39.85
183,0.027211,0.034381,0.02296767,0.05885306,0.93224825,0.00585872,0.01328282,0.93001724,0.01820004,0.04006686,0.71385671,0.07350735,0.12599099,0.94340583,0.04159992,0.06826805,0.97547234,0.06304613,0.11667433,0.90873811,1.51e-05,39.92
184,0.027112,0.035957,0.02343913,0.05878819,0.93239751,0.00604525,0.01377073,0.92478154,0.01886137,0.04061576,0.70596299,0.07639287,0.12972507,0.94000149,0.04092464,0.06811806,0.97558000,0.06645312,0.12171029,0.90068988,1.46e-05,39.91
185,0.026816,0.036997,0.02494926,0.06091223,0.92742426,0.00633307,0.01412688,0.92084049,0.01928041,0.04115502,0.69810318,0.07560900,0.12657781,0.94287741,0.04287523,0.06844421,0.97534559,0.06578074,0.11929102,0.90459868,1.40e-05,39.95
186,0.026352,0.035781,0.02330574,0.05807133,0.93403615,0.00581323,0.01305639,0.93238294,0.01951453,0.04126341,0.69651100,0.07464662,0.12460195,0.94464684,0.04135238,0.06953296,0.97455499,0.06494759,0.11757890,0.90731752,1.35e-05,39.89
187,0.026483,0.034744,0.02396066,0.05901331,0.93187877,0.00593689,0.01343970,0.92835446,0.01871484,0.03957900,0.72078265,0.07416372,0.12526697,0.94405441,0.04209723,0.06969504,0.97443623,0.06292575,0.11380718,0.91316832,1.30e-05,39.89
188,0.025932,0.039156,0.02761393,0.06630453,0.91400584,0.00680428,0.01525806,0.90765590,0.01893434,0.04056337,0.70672107,0.07828577,0.12933129,0.94036519,0.05487076,0.08423854,0.96265411,0.06828532,0.12293448,0.89868208,1.26e-05,39.90
189,0.026071,0.038375,0.02522771,0.06179643,0.92530196,0.00648781,0.01454967,0.91603151,0.01938032,0.04100015,0.70037115,0.08075662,0.13573174,0.93431661,0.04449841,0.07178414,0.97288072,0.07130250,0.12732323,0.89131888,1.22e-05,39.89
190,0.026665,0.035923,0.02375853,0.05993989,0.92972282,0.00577452,0.01341194,0.92865004,0.01871414,0.03962321,0.72015850,0.07587109,0.12644030,0.94300146,0.05107465,0.08321799,0.96355351,0.06686696,0.12100844,0.90183195,1.18e-05,39.87
191,0.025866,0.035802,0.02436970,0.06016470,0.92919467,0.00596626,0.01366557,0.92592605,0.01860888,0.03962443,0.72014119,0.07424439,0.12709865,0.94240636,0.03962888,0.06764084,0.97592096,0.06764410,0.12377968,0.89728413,1.14e-05,40.02
192,0.025913,0.035087,0.02328421,0.05932442,0.93115863,0.00562880,0.01298783,0.93309120,0.01859473,0.03985763,0.71683741,0.07516754,0.12951852,0.94019239,0.04683204,0.07520293,0.97023603,0.06321055,0.11467189,0.91184381,1.11e-05,40.11
193,0.025793,0.035866,0.02384641,0.05952843,0.93068435,0.00615561,0.01380352,0.92442292,0.01854024,0.04064666,0.70551544,0.08170905,0.13462432,0.93538405,0.04363522,0.07284168,0.97207577,0.06385442,0.11435501,0.91233035,1.09e-05,40.07
194,0.025411,0.037260,0.02535764,0.06234650,0.92396621,0.00668203,0.01489609,0.91198541,0.01857306,0.03938107,0.72356831,0.07860748,0.12955618,0.94015760,0.04869690,0.07821613,0.96780312,0.06672988,0.11846080,0.90592198,1.06e-05,40.05
195,0.025854,0.035324,0.02304725,0.05866396,0.93268294,0.00583030,0.01338307,0.92895697,0.01863191,0.03938052,0.72357609,0.07896869,0.13247745,0.93742849,0.04500991,0.07552335,0.96998186,0.06607836,0.11761276,0.90726412,1.04e-05,40.02
196,0.025606,0.036647,0.02787066,0.06568168,0.91561389,0.00627812,0.01423975,0.91957051,0.01789467,0.03824671,0.73926405,0.07974018,0.13655759,0.93351488,0.04524362,0.07398394,0.97119312,0.06525145,0.12049368,0.90266536,1.03e-05,39.87
197,0.025770,0.035820,0.02627218,0.06340898,0.92135267,0.00611978,0.01385609,0.92384615,0.01805884,0.03892908,0.72987727,0.07758595,0.13106352,0.93875701,0.04714423,0.07532830,0.97013672,0.06528285,0.11792210,0.90677567,1.02e-05,39.93
198,0.026224,0.037269,0.02458064,0.06161250,0.92574595,0.00603665,0.01422913,0.91969047,0.01876750,0.04054137,0.70703913,0.07614093,0.12820289,0.94140126,0.04515694,0.07632674,0.96933982,0.06833122,0.12325400,0.89815472,1.01e-05,39.95
